request_id,hour,pickup_zone,dropoff_zone,vehicle_tier,distance_km,duration_min,weather_condition,precipitation_mm_h,visibility_km,temperature_c,congestion_index,traffic_incidents,active_drivers,open_requests,dsr_ratio,rider_loyalty,subtotal_base_fare,weather_multiplier,traffic_multiplier,dsr_multiplier,time_multiplier,total_surge_multiplier,final_fare,driver_payout,platform_commission,acceptance_probability,is_accepted,is_capped
REQ-004179,8,TECH_CORRIDOR,DOWNTOWN,PREMIUM,6.62,13.0,SNOW,8.7,5.5,-8.4,0.59,1,24,25,1.04,REGULAR,37.59,0.666,0.457,0.0,0.2,2.32,87.21,70.37,16.84,0.2674,0,0
REQ-004180,0,DOWNTOWN,AIRPORT,STANDARD,9.38,18.0,CLEAR,0.0,10.0,8.2,0.4,0,32,46,1.44,REGULAR,21.03,0.038,0.058,0.154,0.15,1.4,29.44,22.92,6.52,0.7685,0,0
REQ-004181,2,FINANCIAL_DISTRICT,DOWNTOWN,STANDARD,19.76,42.6,DRIZZLE,0.0,10.0,26.2,0.1,1,46,49,1.07,GOLD,42.61,0.1,0.12,0.0,0.15,1.37,58.38,45.36,13.02,0.8522,1,0
REQ-004182,15,SUBURB_NORTH,DOWNTOWN,COMFORT,7.66,19.3,DRIZZLE,0.0,10.0,19.0,0.43,0,55,41,0.75,GOLD,25.83,0.1,0.074,0.0,0.0,1.17,30.22,23.1,7.12,0.9031,0,0
REQ-004183,4,SUBURB_NORTH,DOWNTOWN,XL,7.3,16.2,CLEAR,0.0,10.0,25.9,0.1,0,42,21,0.5,REGULAR,31.05,0.0,0.0,0.0,0.0,1.0,31.05,23.29,7.76,0.8966,1,0
REQ-004184,7,AIRPORT,SUBURB_NORTH,COMFORT,8.87,23.1,HEAVY_RAIN,55.0,1.8,8.3,0.45,1,43,76,1.77,PLATINUM,29.54,1.2,0.206,0.269,0.2,2.88,85.08,69.36,15.72,0.1806,0,0
REQ-004185,4,DOWNTOWN,FINANCIAL_DISTRICT,COMFORT,25.06,47.4,CLEAR,0.0,10.0,6.3,0.31,0,53,27,0.51,GOLD,67.18,0.0,0.02,0.0,0.0,1.02,68.52,51.52,17.0,0.9303,1,0
REQ-004186,19,SUBURB_NORTH,TECH_CORRIDOR,XL,26.45,79.5,CLEAR,0.0,10.0,18.8,0.66,0,22,37,1.68,REGULAR,109.25,0.0,0.42,0.238,0.25,1.91,208.67,166.44,42.23,0.494,1,0
REQ-004187,17,FINANCIAL_DISTRICT,SUBURB_NORTH,XL,13.48,35.1,CLEAR,0.0,10.0,13.1,0.44,0,34,47,1.38,REGULAR,55.37,0.048,0.08,0.133,0.25,1.51,83.61,65.53,18.08,0.7183,1,0
REQ-004188,12,AIRPORT,FINANCIAL_DISTRICT,COMFORT,5.93,12.8,DRIZZLE,0.0,10.0,11.3,0.43,1,42,63,1.5,REGULAR,20.04,0.125,0.194,0.175,0.0,1.49,29.86,23.38,6.48,0.7279,1,0
REQ-004189,4,FINANCIAL_DISTRICT,TECH_CORRIDOR,COMFORT,8.54,16.0,CLEAR,0.0,10.0,5.5,0.1,1,59,54,0.92,REGULAR,25.79,0.0,0.12,0.0,0.0,1.12,28.88,21.97,6.91,0.8667,1,0
REQ-004190,19,FINANCIAL_DISTRICT,DOWNTOWN,STANDARD,3.75,9.5,BLIZZARD,29.5,1.0,-10.7,0.55,0,45,61,1.36,GOLD,11.01,1.2,0.294,0.126,0.25,2.87,31.6,25.76,5.84,0.1361,0,0
REQ-004191,14,FINANCIAL_DISTRICT,DOWNTOWN,COMFORT,4.68,11.0,RAIN,13.1,4.4,19.6,0.2,0,37,40,1.08,GOLD,17.17,0.412,0.0,0.0,0.0,1.41,24.21,18.86,5.35,0.8397,1,0
REQ-004192,8,DOWNTOWN,FINANCIAL_DISTRICT,XL,18.32,50.9,CLEAR,0.0,10.0,31.2,0.79,0,37,53,1.43,REGULAR,75.01,0.009,0.599,0.15,0.2,1.96,147.02,117.47,29.55,0.4641,0,0
REQ-004193,23,SUBURB_NORTH,DOWNTOWN,STANDARD,27.58,77.3,CLEAR,0.0,10.0,9.1,0.43,0,54,57,1.06,REGULAR,64.52,0.0,0.074,0.0,0.15,1.22,78.71,60.45,18.26,0.8364,1,0
REQ-004194,13,FINANCIAL_DISTRICT,DOWNTOWN,STANDARD,20.73,57.5,RAIN,12.7,6.9,21.1,0.22,0,56,41,0.73,GOLD,49.03,0.393,0.001,0.0,0.0,1.39,68.15,53.02,15.13,0.8461,1,0
REQ-004195,5,DOWNTOWN,TECH_CORRIDOR,PREMIUM,12.74,35.3,HEAVY_RAIN,42.9,2.8,31.5,0.41,0,47,23,0.49,REGULAR,73.67,1.003,0.063,0.0,0.0,2.07,152.5,122.26,30.24,0.3994,0,0
REQ-004196,1,DOWNTOWN,TECH_CORRIDOR,COMFORT,25.28,59.7,BLIZZARD,36.4,2.5,-7.5,0.41,2,44,64,1.45,REGULAR,73.08,1.2,0.303,0.157,0.15,2.81,205.35,167.24,38.11,0.1012,0,0
REQ-004197,11,SUBURB_NORTH,DOWNTOWN,PREMIUM,5.77,15.2,CLEAR,0.0,10.0,23.3,0.2,0,29,66,2.28,REGULAR,37.08,0.0,0.0,0.448,0.0,1.45,53.77,42.0,11.77,0.7465,1,0
REQ-004198,1,DOWNTOWN,FINANCIAL_DISTRICT,COMFORT,23.79,70.7,HEAVY_RAIN,36.8,1.3,13.5,0.07,2,59,45,0.76,REGULAR,75.57,1.147,0.24,0.0,0.15,2.54,191.95,155.6,36.35,0.1771,0,0
REQ-004199,0,FINANCIAL_DISTRICT,TECH_CORRIDOR,COMFORT,25.05,60.8,CLEAR,0.0,10.0,29.4,0.14,0,19,46,2.42,REGULAR,73.19,0.0,0.0,0.497,0.15,1.65,120.76,95.33,25.43,0.6457,1,0
REQ-004200,0,AIRPORT,FINANCIAL_DISTRICT,COMFORT,19.9,51.0,CLEAR,0.0,10.0,17.7,0.13,0,59,25,0.42,REGULAR,60.28,0.0,0.0,0.0,0.15,1.15,69.32,52.89,16.43,0.8581,1,0
REQ-004201,23,TECH_CORRIDOR,FINANCIAL_DISTRICT,COMFORT,17.19,47.9,CLEAR,0.0,10.0,12.0,0.18,0,12,27,2.25,GOLD,54.41,0.0,0.0,0.438,0.15,1.59,86.51,68.09,18.42,0.7728,1,0
REQ-004202,16,FINANCIAL_DISTRICT,SUBURB_NORTH,STANDARD,24.58,63.3,CLEAR,0.0,10.0,5.2,0.34,0,59,24,0.41,REGULAR,55.87,0.043,0.03,0.0,0.0,1.07,59.78,45.23,14.55,0.88,1,0
REQ-004203,10,FINANCIAL_DISTRICT,AIRPORT,COMFORT,10.49,27.2,CLEAR,0.0,10.0,16.2,0.39,2,31,41,1.32,PLATINUM,34.05,0.0,0.293,0.112,0.0,1.41,48.01,37.4,10.61,0.8825,1,0
REQ-004204,21,TECH_CORRIDOR,FINANCIAL_DISTRICT,COMFORT,27.14,56.8,CLEAR,0.0,10.0,10.5,0.18,0,43,30,0.7,REGULAR,74.84,0.0,0.0,0.0,0.0,1.0,74.84,56.13,18.71,0.8966,1,0
REQ-004205,0,TECH_CORRIDOR,AIRPORT,STANDARD,9.36,23.6,CLEAR,0.0,10.0,21.6,0.19,0,16,33,2.06,REGULAR,22.96,0.0,0.0,0.371,0.15,1.52,34.9,27.37,7.53,0.7134,1,0
REQ-004206,16,SUBURB_NORTH,FINANCIAL_DISTRICT,PREMIUM,9.62,17.8,CLEAR,0.0,10.0,12.9,0.42,1,25,79,3.16,GOLD,50.07,0.0,0.189,0.756,0.0,1.95,97.64,77.99,19.65,0.589,0,0
REQ-004207,13,TECH_CORRIDOR,FINANCIAL_DISTRICT,XL,25.49,55.5,CLEAR,0.0,10.0,22.2,0.36,0,9,42,4.67,GOLD,92.83,0.0,0.039,1.2,0.0,2.24,207.94,167.47,40.47,0.4168,0,0
REQ-004208,0,DOWNTOWN,AIRPORT,STANDARD,7.18,17.5,THUNDERSTORM,43.7,2.0,7.6,0.28,1,29,68,2.34,REGULAR,18.09,1.2,0.131,0.469,0.15,2.95,53.37,43.56,9.81,0.0745,0,0
REQ-004209,5,SUBURB_NORTH,FINANCIAL_DISTRICT,STANDARD,2.53,4.7,CLEAR,0.0,10.0,6.9,0.22,0,28,57,2.04,REGULAR,7.81,0.0,0.001,0.364,0.0,1.36,10.62,8.25,2.37,0.7852,1,0
REQ-004210,3,TECH_CORRIDOR,DOWNTOWN,COMFORT,5.86,11.6,CLEAR,0.0,10.0,23.8,0.3,0,33,65,1.97,GOLD,19.39,0.0,0.017,0.339,0.15,1.51,29.28,22.95,6.33,0.8047,0,0
REQ-004211,15,DOWNTOWN,SUBURB_NORTH,STANDARD,19.97,52.2,CLEAR,0.0,10.0,11.8,0.27,0,48,42,0.88,REGULAR,46.23,0.059,0.009,0.0,0.0,1.07,49.47,37.43,12.04,0.88,1,0
REQ-004212,23,SUBURB_NORTH,DOWNTOWN,STANDARD,27.27,62.4,HEAVY_RAIN,20.4,1.1,18.4,0.12,0,21,15,0.71,REGULAR,58.93,0.919,0.0,0.0,0.15,2.07,121.99,97.8,24.19,0.3994,1,0
REQ-004213,2,DOWNTOWN,TECH_CORRIDOR,COMFORT,9.03,21.4,HEAVY_RAIN,43.6,0.6,17.7,0.21,0,28,41,1.46,GOLD,29.03,1.2,0.0,0.161,0.15,2.51,72.87,59.04,13.83,0.2721,0,0
REQ-004214,0,FINANCIAL_DISTRICT,SUBURB_NORTH,STANDARD,13.46,34.6,DRIZZLE,0.0,10.0,29.3,0.18,0,38,30,0.79,GOLD,31.94,0.1,0.0,0.0,0.15,1.25,39.93,30.75,9.18,0.8849,0,0
REQ-004215,12,FINANCIAL_DISTRICT,TECH_CORRIDOR,STANDARD,26.31,64.6,DRIZZLE,0.0,10.0,10.2,0.38,0,39,74,1.9,REGULAR,58.5,0.177,0.048,0.315,0.0,1.54,90.09,70.73,19.36,0.7035,0,0
REQ-004216,20,FINANCIAL_DISTRICT,SUBURB_NORTH,XL,2.32,5.2,CLEAR,0.0,10.0,14.9,0.35,0,49,53,1.08,REGULAR,13.99,0.0,0.034,0.0,0.0,1.03,14.41,10.85,3.56,0.8897,1,0
REQ-004217,14,DOWNTOWN,SUBURB_NORTH,XL,9.72,18.3,DRIZZLE,0.0,10.0,18.2,0.14,0,39,20,0.51,REGULAR,37.39,0.1,0.0,0.0,0.0,1.1,41.13,31.22,9.91,0.8721,1,0
REQ-004218,11,AIRPORT,TECH_CORRIDOR,XL,10.87,20.2,RAIN,5.8,4.7,30.5,0.22,0,49,30,0.61,REGULAR,40.95,0.315,0.001,0.0,0.0,1.32,54.05,41.85,12.2,0.8009,1,0
REQ-004219,14,FINANCIAL_DISTRICT,DOWNTOWN,XL,6.15,18.7,THUNDERSTORM,20.4,0.9,30.3,0.25,0,20,61,3.05,REGULAR,30.14,1.2,0.005,0.717,0.0,2.92,88.01,71.79,16.22,0.0796,0,0
REQ-004220,16,DOWNTOWN,AIRPORT,COMFORT,20.78,62.0,CLEAR,0.0,10.0,25.0,0.38,0,44,38,0.86,REGULAR,66.69,0.0,0.048,0.0,0.0,1.05,70.02,52.85,17.17,0.8849,1,0
REQ-004221,18,AIRPORT,TECH_CORRIDOR,XL,7.71,14.1,CLEAR,0.0,10.0,28.8,0.65,0,41,37,0.9,REGULAR,30.65,0.0,0.409,0.0,0.25,1.66,50.88,40.18,10.7,0.6401,1,0
REQ-004222,5,SUBURB_NORTH,TECH_CORRIDOR,COMFORT,2.33,6.6,CLEAR,0.0,10.0,20.6,0.15,0,41,12,0.29,REGULAR,11.31,0.0,0.0,0.0,0.0,1.0,11.31,8.48,2.83,0.8966,1,0
REQ-004223,14,TECH_CORRIDOR,DOWNTOWN,STANDARD,13.63,25.7,CLEAR,0.0,10.0,12.5,0.06,0,48,75,1.56,REGULAR,29.03,0.036,0.0,0.196,0.0,1.23,35.71,27.45,8.26,0.8331,1,0
REQ-004224,19,SUBURB_NORTH,TECH_CORRIDOR,XL,20.89,57.2,RAIN,9.7,4.5,5.7,0.41,0,15,68,4.53,GOLD,84.19,0.359,0.063,1.2,0.25,2.87,241.63,196.97,44.66,0.1361,0,0
REQ-004225,9,SUBURB_NORTH,TECH_CORRIDOR,XL,27.01,61.2,HEAVY_RAIN,42.3,1.9,14.1,0.76,0,44,36,0.82,REGULAR,99.44,1.086,0.555,0.0,0.2,2.84,282.41,230.1,52.31,0.0948,0,0
REQ-004226,13,TECH_CORRIDOR,DOWNTOWN,XL,16.5,43.2,CLEAR,0.0,10.0,24.2,0.07,0,43,49,1.14,REGULAR,66.57,0.0,0.0,0.0,0.0,1.0,66.57,49.93,16.64,0.8966,1,0
REQ-004227,6,AIRPORT,TECH_CORRIDOR,COMFORT,22.52,49.9,FOG,0.0,10.0,28.8,0.39,1,30,26,0.87,GOLD,64.11,0.2,0.173,0.0,0.0,1.37,87.83,68.24,19.59,0.8522,1,0
REQ-004228,5,AIRPORT,SUBURB_NORTH,PREMIUM,9.98,20.9,RAIN,10.3,5.4,13.8,0.18,0,31,13,0.42,REGULAR,53.7,0.366,0.0,0.0,0.0,1.37,73.57,57.16,16.41,0.7811,1,0
REQ-004229,15,AIRPORT,DOWNTOWN,COMFORT,22.6,66.5,DRIZZLE,0.0,10.0,12.4,0.1,0,57,10,0.18,REGULAR,71.72,0.1,0.0,0.0,0.0,1.1,78.89,59.88,19.01,0.8721,1,0
REQ-004230,23,FINANCIAL_DISTRICT,AIRPORT,STANDARD,22.08,47.0,CLEAR,0.0,10.0,22.7,0.11,0,41,74,1.8,PLATINUM,47.05,0.0,0.0,0.28,0.15,1.43,67.28,52.48,14.8,0.8774,1,0
REQ-004231,0,SUBURB_NORTH,DOWNTOWN,COMFORT,27.88,79.0,CLEAR,0.0,10.0,14.5,0.39,1,56,77,1.38,REGULAR,86.05,0.0,0.173,0.133,0.15,1.46,125.63,98.18,27.45,0.7419,0,0
REQ-004232,6,SUBURB_NORTH,TECH_CORRIDOR,PREMIUM,19.86,48.6,HEAVY_RAIN,29.7,1.5,22.9,0.13,0,15,66,4.4,REGULAR,104.92,0.984,0.0,1.19,0.0,3.17,332.6,272.22,60.38,0.0453,0,0
REQ-004233,0,SUBURB_NORTH,FINANCIAL_DISTRICT,COMFORT,15.39,42.0,RAIN,6.2,6.8,15.7,0.44,0,55,37,0.67,REGULAR,48.79,0.32,0.08,0.0,0.15,1.55,75.62,59.4,16.22,0.6985,1,0
REQ-004234,1,TECH_CORRIDOR,SUBURB_NORTH,STANDARD,17.11,32.8,DRIZZLE,0.0,10.0,19.6,0.17,0,36,50,1.39,REGULAR,35.87,0.155,0.0,0.136,0.15,1.44,51.65,40.32,11.33,0.751,1,0
REQ-004235,5,DOWNTOWN,FINANCIAL_DISTRICT,XL,26.16,80.7,RAIN,5.6,5.5,9.3,0.43,1,46,26,0.57,REGULAR,109.36,0.313,0.194,0.0,0.0,1.51,165.13,129.42,35.71,0.7183,1,0
REQ-004236,21,FINANCIAL_DISTRICT,AIRPORT,STANDARD,19.42,60.8,THUNDERSTORM,37.1,1.1,5.6,0.33,0,41,72,1.76,REGULAR,48.56,1.2,0.027,0.266,0.0,2.49,120.91,97.92,22.99,0.1953,0,0
REQ-004237,11,DOWNTOWN,FINANCIAL_DISTRICT,STANDARD,3.01,5.8,SNOW,6.3,5.5,-11.1,0.4,0,13,73,5.62,REGULAR,8.79,0.693,0.058,1.2,0.0,2.95,25.93,21.16,4.77,0.0745,0,0
REQ-004238,19,SUBURB_NORTH,AIRPORT,STANDARD,22.7,65.3,CLEAR,0.0,10.0,8.8,0.51,0,20,13,0.65,REGULAR,54.23,0.0,0.251,0.0,0.25,1.5,81.34,63.72,17.62,0.7231,0,0
REQ-004239,12,SUBURB_NORTH,FINANCIAL_DISTRICT,STANDARD,20.28,49.6,THUNDERSTORM,52.7,2.0,8.3,0.2,0,53,22,0.42,PLATINUM,45.71,1.2,0.0,0.0,0.0,2.2,100.56,80.91,19.65,0.53,1,0
REQ-004240,8,AIRPORT,FINANCIAL_DISTRICT,XL,26.13,54.9,SNOW,9.4,5.1,-11.9,0.43,0,59,42,0.71,REGULAR,93.81,0.744,0.074,0.0,0.2,2.02,189.5,151.69,37.81,0.4285,0,0
REQ-004241,8,TECH_CORRIDOR,FINANCIAL_DISTRICT,PREMIUM,7.76,23.9,CLEAR,0.0,10.0,10.7,0.81,0,29,77,2.66,REGULAR,50.04,0.0,0.628,0.581,0.2,2.41,120.6,97.51,23.09,0.2272,1,0
REQ-004242,17,TECH_CORRIDOR,FINANCIAL_DISTRICT,PREMIUM,14.75,44.6,CLEAR,0.0,10.0,18.5,0.6,0,58,72,1.24,REGULAR,87.21,0.0,0.347,0.084,0.25,1.68,146.51,115.81,30.7,0.629,1,0
REQ-004243,0,SUBURB_NORTH,DOWNTOWN,STANDARD,14.07,34.3,CLEAR,0.0,10.0,14.5,0.12,0,20,19,0.95,REGULAR,32.59,0.036,0.0,0.0,0.15,1.19,38.78,29.7,9.08,0.8461,1,0
REQ-004244,12,AIRPORT,FINANCIAL_DISTRICT,STANDARD,5.94,18.3,CLEAR,0.0,10.0,18.2,0.21,0,52,36,0.69,REGULAR,16.84,0.0,0.0,0.0,0.0,1.0,16.84,12.63,4.21,0.8966,1,0
REQ-004245,5,AIRPORT,TECH_CORRIDOR,PREMIUM,23.7,55.3,CLEAR,0.0,10.0,24.1,0.21,0,35,25,0.71,REGULAR,121.36,0.0,0.0,0.0,0.0,1.0,121.36,91.02,30.34,0.8966,0,0
REQ-004246,23,AIRPORT,SUBURB_NORTH,PREMIUM,14.92,35.4,DRIZZLE,0.0,10.0,26.2,0.3,0,58,31,0.53,REGULAR,79.87,0.1,0.017,0.0,0.15,1.27,101.43,78.23,23.2,0.8194,1,0
REQ-004247,10,TECH_CORRIDOR,DOWNTOWN,STANDARD,11.02,25.6,BLIZZARD,52.1,0.9,-8.2,0.3,0,43,11,0.26,GOLD,25.73,1.2,0.017,0.0,0.0,2.22,57.12,45.98,11.14,0.4285,1,0
REQ-004248,18,SUBURB_NORTH,TECH_CORRIDOR,COMFORT,25.43,65.6,CLEAR,0.0,10.0,24.7,0.83,0,18,59,3.28,REGULAR,75.98,0.0,0.658,0.798,0.25,2.71,205.91,167.43,38.48,0.1252,0,0
REQ-004249,1,DOWNTOWN,SUBURB_NORTH,STANDARD,7.94,22.6,CLEAR,0.0,10.0,27.7,0.44,0,12,32,2.67,REGULAR,20.84,0.0,0.08,0.584,0.15,1.81,37.72,29.98,7.74,0.5538,0,0
REQ-004250,13,DOWNTOWN,FINANCIAL_DISTRICT,PREMIUM,14.84,36.8,CLEAR,0.0,10.0,9.7,0.42,0,37,63,1.7,REGULAR,80.83,0.0,0.069,0.245,0.0,1.31,105.89,81.92,23.97,0.8047,1,0
REQ-004251,9,TECH_CORRIDOR,AIRPORT,PREMIUM,21.97,55.1,CLEAR,0.0,10.0,19.0,0.43,0,24,12,0.5,REGULAR,116.36,0.0,0.074,0.0,0.2,1.27,147.78,113.98,33.8,0.8194,1,0
REQ-004252,17,SUBURB_NORTH,TECH_CORRIDOR,PREMIUM,20.24,39.3,CLEAR,0.0,10.0,31.9,0.49,0,21,25,1.19,REGULAR,98.07,0.0,0.113,0.0,0.25,1.36,133.38,103.57,29.81,0.7852,1,0
REQ-004253,1,AIRPORT,TECH_CORRIDOR,PREMIUM,2.65,5.5,CLEAR,0.0,10.0,17.4,0.15,0,25,49,1.96,REGULAR,20.09,0.0,0.0,0.336,0.15,1.49,29.93,23.43,6.5,0.7279,1,0
REQ-004254,1,AIRPORT,TECH_CORRIDOR,STANDARD,6.56,18.7,DRIZZLE,0.0,10.0,27.9,0.12,0,47,77,1.64,REGULAR,17.74,0.1,0.0,0.224,0.15,1.47,26.08,20.39,5.69,0.7373,0,0
REQ-004255,0,AIRPORT,SUBURB_NORTH,PREMIUM,14.96,42.0,CLEAR,0.0,10.0,14.6,0.07,0,58,76,1.31,REGULAR,85.59,0.0,0.0,0.109,0.15,1.26,107.84,83.1,24.74,0.8229,1,0
REQ-004256,3,DOWNTOWN,AIRPORT,XL,4.59,14.7,CLEAR,0.0,10.0,19.5,0.09,0,31,34,1.1,REGULAR,24.46,0.0,0.0,0.0,0.15,1.15,28.13,21.46,6.67,0.8581,0,0
REQ-004257,13,FINANCIAL_DISTRICT,TECH_CORRIDOR,STANDARD,3.18,9.0,HEAVY_RAIN,40.4,1.5,26.2,0.37,1,32,27,0.84,GOLD,10.13,1.172,0.163,0.0,0.0,2.33,23.6,19.05,4.55,0.3654,1,0
REQ-004258,0,DOWNTOWN,SUBURB_NORTH,XL,13.4,31.4,RAIN,8.9,4.7,9.5,0.36,0,34,79,2.32,GOLD,52.98,0.351,0.039,0.462,0.15,2.0,105.96,84.77,21.19,0.5597,1,0
REQ-004259,8,TECH_CORRIDOR,FINANCIAL_DISTRICT,COMFORT,10.51,20.8,CLEAR,0.0,10.0,14.4,0.74,0,49,32,0.65,REGULAR,31.2,0.0,0.527,0.0,0.2,1.73,53.98,42.76,11.22,0.6006,1,0
REQ-004260,18,TECH_CORRIDOR,AIRPORT,PREMIUM,15.33,43.1,CLEAR,0.0,10.0,23.7,0.61,0,31,59,1.9,REGULAR,87.55,0.0,0.359,0.315,0.25,1.92,168.1,134.13,33.97,0.488,0,0
REQ-004261,12,TECH_CORRIDOR,AIRPORT,PREMIUM,13.35,26.7,HEAVY_RAIN,28.7,2.2,22.0,0.27,0,41,13,0.32,REGULAR,68.08,0.903,0.009,0.0,0.0,1.91,130.03,103.72,26.31,0.494,1,0
REQ-004262,23,DOWNTOWN,FINANCIAL_DISTRICT,XL,22.8,45.5,RAIN,14.1,4.5,5.1,0.4,0,45,51,1.13,REGULAR,81.18,0.409,0.058,0.0,0.15,1.62,131.51,103.67,27.84,0.662,0,0
REQ-004263,5,TECH_CORRIDOR,DOWNTOWN,COMFORT,11.01,25.6,RAIN,8.4,7.8,22.9,0.23,2,53,68,1.28,REGULAR,34.19,0.345,0.242,0.098,0.0,1.69,57.78,45.69,12.09,0.6234,1,0
REQ-004264,12,DOWNTOWN,FINANCIAL_DISTRICT,PREMIUM,20.97,55.8,BLIZZARD,23.8,2.9,-0.8,0.18,0,32,40,1.25,GOLD,114.15,1.144,0.0,0.087,0.0,2.23,254.55,204.95,49.6,0.4226,1,0
REQ-004265,22,FINANCIAL_DISTRICT,TECH_CORRIDOR,PREMIUM,20.02,42.8,CLEAR,0.0,10.0,11.9,0.07,0,38,37,0.97,REGULAR,100.44,0.068,0.0,0.0,0.0,1.07,107.47,81.31,26.16,0.88,1,0
REQ-004266,3,FINANCIAL_DISTRICT,DOWNTOWN,COMFORT,24.65,50.2,CLEAR,0.0,10.0,30.8,0.32,0,22,80,3.64,REGULAR,67.76,0.0,0.023,0.924,0.15,2.1,142.3,114.18,28.12,0.3823,0,0
REQ-004267,22,FINANCIAL_DISTRICT,AIRPORT,XL,25.59,46.6,CLEAR,0.0,10.0,15.7,0.22,0,32,64,2.0,REGULAR,87.7,0.0,0.001,0.35,0.0,1.35,118.4,91.87,26.53,0.7892,1,0
REQ-004268,14,TECH_CORRIDOR,SUBURB_NORTH,PREMIUM,23.31,61.2,CLEAR,0.0,10.0,22.9,0.13,0,19,28,1.47,REGULAR,125.29,0.0,0.0,0.164,0.0,1.16,145.34,111.01,34.33,0.8552,0,0
REQ-004269,21,DOWNTOWN,AIRPORT,COMFORT,18.7,35.1,RAIN,7.9,6.5,31.4,0.32,1,12,68,5.67,REGULAR,51.15,0.386,0.143,1.2,0.0,2.73,139.64,113.58,26.06,0.12,0,0
REQ-004270,6,FINANCIAL_DISTRICT,TECH_CORRIDOR,STANDARD,6.16,16.2,CLEAR,0.0,10.0,19.8,0.45,0,45,66,1.47,REGULAR,16.37,0.0,0.086,0.164,0.0,1.25,20.46,15.75,4.71,0.8264,1,0
REQ-004271,17,AIRPORT,FINANCIAL_DISTRICT,COMFORT,22.09,60.8,DRIZZLE,0.0,10.0,9.1,0.76,0,12,38,3.17,REGULAR,68.31,0.1,0.554,0.759,0.25,2.66,181.7,147.61,34.09,0.139,0,0
REQ-004272,3,FINANCIAL_DISTRICT,TECH_CORRIDOR,STANDARD,17.06,51.8,CLEAR,0.0,10.0,30.1,0.42,0,29,39,1.34,REGULAR,42.45,0.0,0.069,0.119,0.15,1.34,56.88,44.1,12.78,0.7931,0,0
REQ-004273,13,TECH_CORRIDOR,FINANCIAL_DISTRICT,COMFORT,20.0,58.8,CLEAR,0.0,10.0,27.2,0.12,0,49,78,1.59,REGULAR,63.96,0.0,0.0,0.207,0.0,1.21,77.39,59.39,18.0,0.8397,1,0
REQ-004274,1,AIRPORT,SUBURB_NORTH,STANDARD,8.42,25.2,RAIN,7.6,7.7,30.4,0.08,0,34,15,0.44,REGULAR,22.35,0.336,0.0,0.0,0.15,1.49,33.3,26.07,7.23,0.7279,0,0
REQ-004275,15,SUBURB_NORTH,AIRPORT,PREMIUM,3.68,7.2,HEAVY_RAIN,38.9,3.0,18.1,0.39,0,53,66,1.25,REGULAR,24.42,0.938,0.053,0.087,0.0,2.08,50.79,40.73,10.06,0.3936,0,0
REQ-004276,15,AIRPORT,FINANCIAL_DISTRICT,PREMIUM,12.13,31.9,RAIN,14.8,4.8,24.7,0.1,0,54,75,1.39,REGULAR,69.07,0.416,0.0,0.136,0.0,1.55,107.06,84.09,22.97,0.6985,0,0
REQ-004277,6,DOWNTOWN,TECH_CORRIDOR,COMFORT,24.98,74.9,RAIN,9.9,7.1,25.1,0.34,1,48,13,0.27,REGULAR,79.43,0.361,0.15,0.0,0.0,1.51,119.94,94.01,25.93,0.7183,1,0
REQ-004278,5,DOWNTOWN,TECH_CORRIDOR,COMFORT,25.73,75.6,CLEAR,0.0,10.0,13.6,0.4,0,56,79,1.41,PLATINUM,80.97,0.0,0.058,0.143,0.0,1.2,97.16,74.49,22.67,0.9255,1,0
REQ-004279,8,DOWNTOWN,AIRPORT,PREMIUM,5.08,14.9,DRIZZLE,0.0,10.0,30.4,0.77,2,9,22,2.44,GOLD,34.88,0.161,0.809,0.504,0.2,2.67,93.13,75.67,17.46,0.2029,0,0
REQ-004280,23,AIRPORT,DOWNTOWN,STANDARD,18.23,53.1,CLEAR,0.0,10.0,15.7,0.11,1,37,54,1.46,GOLD,44.38,0.044,0.12,0.161,0.15,1.48,65.68,51.39,14.29,0.8158,0,0
REQ-004281,15,AIRPORT,FINANCIAL_DISTRICT,XL,23.74,45.3,RAIN,5.8,6.0,10.0,0.45,1,28,79,2.82,REGULAR,83.03,0.335,0.206,0.637,0.0,2.18,181.01,145.56,35.45,0.338,0,0
REQ-004282,10,TECH_CORRIDOR,AIRPORT,PREMIUM,21.61,51.9,CLEAR,0.0,10.0,19.4,0.38,0,15,60,4.0,REGULAR,112.62,0.0,0.048,1.05,0.0,2.1,236.5,189.76,46.74,0.3823,1,0
REQ-004283,9,TECH_CORRIDOR,AIRPORT,PREMIUM,16.51,51.8,CLEAR,0.0,10.0,28.6,0.59,0,16,76,4.75,REGULAR,98.26,0.0,0.338,1.2,0.2,2.74,269.23,219.02,50.21,0.1175,0,0
REQ-004284,6,TECH_CORRIDOR,DOWNTOWN,COMFORT,24.37,47.2,FOG,0.0,10.0,28.6,0.44,0,49,26,0.53,GOLD,65.95,0.2,0.08,0.0,0.0,1.28,84.42,65.16,19.26,0.8774,1,0
REQ-004285,22,TECH_CORRIDOR,DOWNTOWN,XL,6.2,14.8,CLEAR,0.0,10.0,19.6,0.4,0,50,10,0.2,REGULAR,27.9,0.0,0.058,0.0,0.0,1.06,29.57,22.34,7.23,0.8825,0,0
